iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units
CMR,Cameroon,2020-04-30,1832,26,61,2,69013,979,2298,75,,,,,
CMR,Cameroon,2020-05-01,1832,0,61,0,69013,0.0,2298,0.0,,,,,
CMR,Cameroon,2020-05-02,2069,237,61,0,77941,8928,2298,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-11,1,1,0,0,11,11,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-14,2,1,0,0,22,11,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-15,2,0,0,0,22,0.0,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-16,2,0,0,0,22,0.0,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-17,3,1,0,0,33,11,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-18,3,0,0,0,33,0.0,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-19,14,11,0,0,156,123,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-20,14,0,0,0,156,0.0,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-21,14,0,0,0,156,0.0,0.0,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-22,23,9,1,1,257,0.1,11,11,,,,,
COD,Democratic Republic of Congo,2020-03-23,26,3,2,1,0.29,33,22,11,,,,,
COD,Democratic Republic of Congo,2020-03-24,26,0,2,0,0.29,0.0,22,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-25,45,19,3,1,502,212,33,11,,,,,
COD,Democratic Republic of Congo,2020-03-26,45,0,3,0,502,0.0,33,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-27,54,9,4,1,603,0.1,45,11,,,,,
COD,Democratic Republic of Congo,2020-03-28,58,4,4,0,648,45,45,0.0,,,,,
COD,Democratic Republic of Congo,2020-03-29,58,0,6,2,648,0.0,67,22,,,,,
COD,Democratic Republic of Congo,2020-03-30,81,23,8,2,904,257,89,22,,,,,
COD,Democratic Republic of Congo,2020-03-31,98,17,8,0,1094,0.19,89,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-01,98,0,8,0,1094,0.0,89,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-02,123,25,11,3,1373,279,123,33,,,,,
COD,Democratic Republic of Congo,2020-04-03,123,0,11,0,1373,0.0,123,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-04,134,11,13,2,1496,123,145,22,,,,,
COD,Democratic Republic of Congo,2020-04-05,154,20,18,5,1719,223,201,56,,,,,
COD,Democratic Republic of Congo,2020-04-06,154,0,18,0,1719,0.0,201,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-07,161,7,18,0,1798,78,201,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-08,180,19,18,0,2.01,212,201,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-09,183,3,20,2,2043,33,223,22,,,,,
COD,Democratic Republic of Congo,2020-04-10,215,32,20,0,2401,357,223,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-11,223,8,20,0,2.49,89,223,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-12,234,11,20,0,2613,123,223,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-13,234,0,20,0,2613,0.0,223,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-14,235,1,20,0,2624,11,223,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-15,254,19,21,1,2836,212,234,11,,,,,
COD,Democratic Republic of Congo,2020-04-16,267,13,22,1,2981,145,246,11,,,,,
COD,Democratic Republic of Congo,2020-04-17,287,20,23,1,3205,223,257,11,,,,,
COD,Democratic Republic of Congo,2020-04-18,307,20,25,2,3428,223,279,22,,,,,
COD,Democratic Republic of Congo,2020-04-19,327,20,25,0,3651,223,279,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-20,332,5,25,0,3707,56,279,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-21,350,18,25,0,3908,201,279,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-22,359,9,25,0,4008,0.1,279,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-23,377,18,25,0,4209,201,279,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-24,394,17,25,0,4399,0.19,279,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-25,416,22,28,3,4645,246,313,33,,,,,
COD,Democratic Republic of Congo,2020-04-26,442,26,28,0,4935,0.29,313,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-27,459,17,28,0,5125,0.19,313,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-28,471,12,30,2,5259,134,335,22,,,,,
COD,Democratic Republic of Congo,2020-04-29,491,20,30,0,5482,223,335,0.0,,,,,
COD,Democratic Republic of Congo,2020-04-30,500,9,31,1,5583,0.1,346,11,,,,,
COD,Democratic Republic of Congo,2020-05-01,572,72,31,0,6387,804,346,0.0,,,,,
COD,Democratic Republic of Congo,2020-05-02,604,32,32,1,6744,357,357,11,,,,,
COG,Congo,2020-03-16,1,1,0,0,181,181,0.0,0.0,,,,,
COG,Congo,2020-03-17,1,0,0,0,181,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-18,1,0,0,0,181,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-19,3,2,0,0,544,362,0.0,0.0,,,,,
COG,Congo,2020-03-20,3,0,0,0,544,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-21,3,0,0,0,544,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-22,4,1,0,0,725,181,0.0,0.0,,,,,
COG,Congo,2020-03-23,4,0,0,0,725,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-24,4,0,0,0,725,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-25,4,0,0,0,725,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-26,4,0,0,0,725,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-27,4,0,0,0,725,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-28,4,0,0,0,725,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-29,19,15,0,0,3443,2718,0.0,0.0,,,,,
COG,Congo,2020-03-30,19,0,0,0,3443,0.0,0.0,0.0,,,,,
COG,Congo,2020-03-31,19,0,0,0,3443,0.0,0.0,0.0,,,,,
COG,Congo,2020-04-01,22,3,2,2,3987,544,362,362,,,,,
COG,Congo,2020-04-02,22,0,2,0,3987,0.0,362,0.0,,,,,
COG,Congo,2020-04-03,41,19,3,1,7.43,3443,544,181,,,,,
COG,Congo,2020-04-04,41,0,3,0,7.43,0.0,544,0.0,,,,,
COG,Congo,2020-04-05,45,4,5,2,8155,725,906,362,,,,,
COG,Congo,2020-04-06,45,0,5,0,8155,0.0,906,0.0,,,,,
COG,Congo,2020-04-07,45,0,5,0,8155,0.0,906,0.0,,,,,
COG,Congo,2020-04-08,45,0,5,0,8155,0.0,906,0.0,,,,,
COG,Congo,2020-04-09,60,15,5,0,10873,2718,906,0.0,,,,,
COG,Congo,2020-04-10,60,0,5,0,10873,0.0,906,0.0,,,,,
COG,Congo,2020-04-11,60,0,5,0,10873,0.0,906,0.0,,,,,
COG,Congo,2020-04-12,60,0,5,0,10873,0.0,906,0.0,,,,,
COG,Congo,2020-04-13,70,10,5,0,12686,1812,906,0.0,,,,,
COG,Congo,2020-04-14,70,0,5,0,12686,0.0,906,0.0,,,,,
COG,Congo,2020-04-15,74,4,5,0,13.41,725,906,0.0,,,,,
COG,Congo,2020-04-16,117,43,5,0,21203,7793,906,0.0,,,,,
COG,Congo,2020-04-17,117,0,5,0,21203,0.0,906,0.0,,,,,
COG,Congo,2020-04-18,143,26,6,1,25915,4712,1087,181,,,,,
COG,Congo,2020-04-19,143,0,6,0,25915,0.0,1087,0.0,,,,,
COG,Congo,2020-04-20,160,17,6,0,28996,3081,1087,0.0,,,,,
COG,Congo,2020-04-21,160,0,6,0,28996,0.0,1087,0.0,,,,,
COG,Congo,2020-04-22,165,5,6,0,29902,906,1087,0.0,,,,,
COG,Congo,2020-04-23,186,21,6,0,33707,3806,1087,0.0,,,,,
COG,Congo,2020-04-24,186,0,6,0,33707,0.0,1087,0.0,,,,,
COG,Congo,2020-04-25,200,14,6,0,36244,2537,1087,0.0,,,,,
COG,Congo,2020-04-26,200,0,8,2,36244,0.0,1.45,362,,,,,
COG,Congo,2020-04-27,200,0,8,0,36244,0.0,1.45,0.0,,,,,
COG,Congo,2020-04-28,207,7,8,0,37513,1269,1.45,0.0,,,,,
COG,Congo,2020-04-29,207,0,8,0,37513,0.0,1.45,0.0,,,,,
COG,Congo,2020-04-30,220,13,9,1,39869,2356,1631,181,,,,,
COG,Congo,2020-05-01,220,0,9,0,39869,0.0,1631,0.0,,,,,
COG,Congo,2020-05-02,229,9,10,1,41.5,1631,1812,181,,,,,
COL,Colombia,2020-03-04,0,0,0,0,,,,,2.0,,0.0,,samples processed
COL,Colombia,2020-03-05,0,0,0,0,,,,,37.0,35.0,1,1,samples processed
COL,Colombia,2020-03-06,0,0,0,0,,,,,140.0,103.0,3,2,samples processed
COL,Colombia,2020-03-07,1,1,0,0,0.02,0.02,0.0,0.0,211.0,71.0,4,1,samples processed
COL,Colombia,2020-03-08,0,0,0,0,,,,,214.0,3.0,4,0.0,samples processed
COL,Colombia,2020-03-09,0,0,0,0,,,,,252.0,38.0,5,1,samples processed
COL,Colombia,2020-03-10,3,2,0,0,59,39,0.0,0.0,328.0,76.0,6,1,samples processed
COL,Colombia,2020-03-11,0,0,0,0,,,,,534.0,206.0,0.01,4,samples processed
COL,Colombia,2020-03-12,9,6,0,0,177,118,0.0,0.0,794.0,260.0,16,5,samples processed
COL,Colombia,2020-03-13,0,0,0,0,,,,,1155.0,361.0,23,7,samples processed
COL,Colombia,2020-03-14,16,7,0,0,314,138,0.0,0.0,1383.0,228.0,27,4,samples processed
COL,Colombia,2020-03-15,34,18,0,0,668,354,0.0,0.0,1502.0,119.0,0.03,2,samples processed
COL,Colombia,2020-03-16,45,11,0,0,884,216,0.0,0.0,1828.0,326.0,36,6,samples processed
COL,Colombia,2020-03-17,57,12,0,0,1.12,236,0.0,0.0,1924.0,96.0,38,2,samples processed
COL,Colombia,2020-03-18,65,8,0,0,1277,157,0.0,0.0,2557.0,633.0,0.05,12,samples processed
COL,Colombia,2020-03-19,102,37,0,0,2005,727,0.0,0.0,2723.0,166.0,54,3,samples processed
COL,Colombia,2020-03-20,128,26,0,0,2516,511,0.0,0.0,3795.0,1072.0,75,21,samples processed
COL,Colombia,2020-03-21,158,30,0,0,3105,0.59,0.0,0.0,4385.0,590.0,86,12,samples processed
COL,Colombia,2020-03-22,210,52,1,1,4127,1022,0.02,0.02,5014.0,629.0,99,12,samples processed
COL,Colombia,2020-03-23,235,25,2,1,4618,491,39,0.02,6207.0,1193.0,122,23,samples processed
COL,Colombia,2020-03-24,306,71,3,1,6014,1395,59,0.02,6677.0,470.0,131,9,samples processed
COL,Colombia,2020-03-25,378,72,3,0,7429,1415,59,0.0,8290.0,1613.0,163,32,samples processed
COL,Colombia,2020-03-26,470,92,4,1,9237,1808,79,0.02,9677.0,1387.0,0.19,27,samples processed
COL,Colombia,2020-03-27,491,21,6,2,9.65,413,118,39,10414.0,737.0,205,14,samples processed
COL,Colombia,2020-03-28,539,48,6,0,10593,943,118,0.0,12416.0,2002.0,244,39,samples processed
COL,Colombia,2020-03-29,608,69,6,0,11949,1356,118,0.0,13260.0,844.0,261,17,samples processed
COL,Colombia,2020-03-30,702,94,10,4,13796,1847,197,79,14584.0,1324.0,287,26,samples processed
COL,Colombia,2020-03-31,798,96,14,4,15683,1887,275,79,15955.0,1371.0,314,27,samples processed
COL,Colombia,2020-04-01,906,108,16,2,17806,2123,314,39,17140.0,1185.0,337,23,samples processed
COL,Colombia,2020-04-02,1065,159,17,1,20.93,3125,334,0.02,18977.0,1837.0,373,36,samples processed
COL,Colombia,2020-04-03,1161,96,19,2,22817,1887,373,39,20000.0,1023.0,393,0.02,samples processed
COL,Colombia,2020-04-04,1267,106,25,6,24.9,2083,491,118,21263.0,1263.0,418,25,samples processed
COL,Colombia,2020-04-05,1406,139,32,7,27632,2732,629,138,22311.0,1048.0,438,21,samples processed
COL,Colombia,2020-04-06,1485,79,35,3,29185,1553,688,59,24535.0,2224.0,482,44,samples processed
COL,Colombia,2020-04-07,1579,94,46,11,31032,1847,904,216,27243.0,2708.0,535,53,samples processed
COL,Colombia,2020-04-08,1780,201,50,4,34982,3.95,983,79,28686.0,1443.0,564,28,samples processed
COL,Colombia,2020-04-09,2054,274,55,5,40367,5385,1081,98,32496.0,3810.0,639,75,samples processed
COL,Colombia,2020-04-10,2223,169,69,14,43689,3321,1356,275,35268.0,2772.0,693,54,samples processed
COL,Colombia,2020-04-11,2473,250,80,11,48602,4913,1572,216,38101.0,2833.0,749,56,samples processed
COL,Colombia,2020-04-12,2709,236,100,20,53.24,4638,1965,393,41436.0,3335.0,814,66,samples processed
COL,Colombia,2020-04-13,2776,67,109,9,54557,1317,2142,177,48424.0,6988.0,952,137,samples processed
COL,Colombia,2020-04-14,2852,76,112,3,56.05,1494,2201,59,50183.0,1759.0,986,35,samples processed
COL,Colombia,2020-04-15,2979,127,127,15,58546,2496,2496,295,54865.0,4682.0,1078,92,samples processed
COL,Colombia,2020-04-16,3105,126,131,4,61022,2476,2575,79,57262.0,2397.0,1125,47,samples processed
COL,Colombia,2020-04-17,3233,128,144,13,63538,2516,2.83,255,58950.0,1688.0,1159,33,samples processed
COL,Colombia,2020-04-18,3439,206,153,9,67587,4049,3007,177,61444.0,2494.0,1208,49,samples processed
COL,Colombia,2020-04-19,3621,182,166,13,71163,3577,3262,255,64670.0,3226.0,1271,63,samples processed
COL,Colombia,2020-04-20,3792,171,179,13,74524,3361,3518,255,67807.0,3137.0,1333,62,samples processed
COL,Colombia,2020-04-21,3977,185,189,10,78.16,3636,3714,197,70384.0,2577.0,1383,51,samples processed
COL,Colombia,2020-04-22,4149,172,196,7,81.54,3.38,3852,138,74208.0,3824.0,1458,75,samples processed
COL,Colombia,2020-04-23,4356,207,206,10,85608,4068,4049,197,77591.0,3383.0,1525,66,samples processed
COL,Colombia,2020-04-24,4561,205,215,9,89637,4029,4225,177,82186.0,4595.0,1615,0.09,samples processed
COL,Colombia,2020-04-25,4881,320,225,10,95926,6289,4422,197,87528.0,5342.0,1.72,105,samples processed
COL,Colombia,2020-04-26,5142,261,233,8,101056,5129,4579,157,90884.0,3356.0,1786,66,samples processed
COL,Colombia,2020-04-27,5379,237,243,10,105713,4658,4776,197,95438.0,4554.0,1876,89,samples processed
COL,Colombia,2020-04-28,5597,218,253,10,109998,4284,4972,197,99876.0,4438.0,1963,87,samples processed
COL,Colombia,2020-04-29,5949,352,269,16,116916,6918,5287,314,102137.0,2261.0,2007,44,samples processed
COL,Colombia,2020-04-30,6211,262,278,9,122065,5149,5464,177,104657.0,2520.0,2057,0.05,samples processed
COL,Colombia,2020-05-01,6507,296,293,15,127882,5817,5758,295,,,,,
COL,Colombia,2020-05-02,7006,499,314,21,137689,9807,6171,413,,,,,
COM,Comoros,2020-05-02,1,1,0,0,1.15,1.15,0.0,0.0,,,,,
CPV,Cape Verde,2020-03-21,2,2,0,0,3597,3597,0.0,0.0,,,,,
CPV,Cape Verde,2020-03-22,3,1,0,0,5396,1799,0.0,0.0,,,,,
CPV,Cape Verde,2020-03-23,3,0,0,0,5396,0.0,0.0,0.0,,,,,
CPV,Cape Verde,2020-03-24,3,0,0,0,5396,0.0,0.0,0.0,,,,,
CPV,Cape Verde,2020-03-25,3,0,1,1,5396,0.0,1799,1799,,,,,
CPV,Cape Verde,2020-03-26,4,1,1,0,7194,1799,1799,0.0,,,,,
CPV,Cape Verde,2020-03-27,5,1,1,0,8993,1799,1799,0.0,,,,,
CPV,Cape Verde,2020-03-28,5,0,1,0,8993,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-03-29,5,0,1,0,8993,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-03-30,5,0,1,0,8993,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-03-31,5,0,1,0,8993,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-01,6,1,1,0,10792,1799,1799,0.0,,,,,
CPV,Cape Verde,2020-04-02,6,0,1,0,10792,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-03,6,0,1,0,10792,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-04,6,0,1,0,10792,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-05,7,1,1,0,12.59,1799,1799,0.0,,,,,
CPV,Cape Verde,2020-04-06,7,0,1,0,12.59,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-07,7,0,1,0,12.59,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-08,7,0,1,0,12.59,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-09,7,0,1,0,12.59,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-10,7,0,1,0,12.59,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-11,7,0,1,0,12.59,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-12,8,1,1,0,14389,1799,1799,0.0,,,,,
CPV,Cape Verde,2020-04-13,10,2,1,0,17986,3597,1799,0.0,,,,,
CPV,Cape Verde,2020-04-14,10,0,1,0,17986,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-15,11,1,1,0,19785,1799,1799,0.0,,,,,
CPV,Cape Verde,2020-04-16,55,44,1,0,98923,79138,1799,0.0,,,,,
CPV,Cape Verde,2020-04-17,55,0,1,0,98923,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-18,56,1,1,0,100722,1799,1799,0.0,,,,,
CPV,Cape Verde,2020-04-19,58,2,1,0,104319,3597,1799,0.0,,,,,
CPV,Cape Verde,2020-04-20,61,3,1,0,109715,5396,1799,0.0,,,,,
CPV,Cape Verde,2020-04-21,67,6,1,0,120506,10792,1799,0.0,,,,,
CPV,Cape Verde,2020-04-22,67,0,1,0,120506,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-04-23,73,6,1,0,131298,10792,1799,0.0,,,,,
CPV,Cape Verde,2020-04-24,82,9,1,0,147485,16187,1799,0.0,,,,,
CPV,Cape Verde,2020-04-25,88,6,1,0,158277,10792,1799,0.0,,,,,
CPV,Cape Verde,2020-04-26,90,2,1,0,161874,3597,1799,0.0,,,,,
CPV,Cape Verde,2020-04-27,106,16,1,0,190652,28778,1799,0.0,,,,,
CPV,Cape Verde,2020-04-28,109,3,1,0,196047,5396,1799,0.0,,,,,
CPV,Cape Verde,2020-04-29,113,4,1,0,203242,7194,1799,0.0,,,,,
CPV,Cape Verde,2020-04-30,113,0,1,0,203242,0.0,1799,0.0,,,,,
CPV,Cape Verde,2020-05-01,121,8,1,0,217631,14389,1799,0.0,,,,,
CPV,Cape Verde,2020-05-02,123,2,2,1,221228,3597,3597,1799,,,,,
CRI,Costa Rica,2020-03-07,1,1,0,0,196,196,0.0,0.0,,,,,
CRI,Costa Rica,2020-03-09,5,4,0,0,982,785,0.0,0.0,,,,,
CRI,Costa Rica,2020-03-10,9,4,0,0,1767,785,0.0,0.0,,,,,
CRI,Costa Rica,2020-03-11,13,4,0,0,2552,785,0.0,0.0,68.0,68.0,13,13,people tested
CRI,Costa Rica,2020-03-12,22,9,0,0,4319,1767,0.0,0.0,157.0,89.0,31,17,people tested
CRI,Costa Rica,2020-03-13,23,1,0,0,4515,196,0.0,0.0,243.0,86.0,48,17,people tested
CRI,Costa Rica,2020-03-14,26,3,0,0,5104,589,0.0,0.0,370.0,127.0,73,25,people tested
CRI,Costa Rica,2020-03-15,27,1,0,0,5.3,196,0.0,0.0,413.0,43.0,81,8,people tested
CRI,Costa Rica,2020-03-16,35,8,0,0,6871,1.57,0.0,0.0,584.0,171.0,115,34,people tested
CRI,Costa Rica,2020-03-17,41,6,0,0,8049,1178,0.0,0.0,698.0,114.0,137,22,people tested
CRI,Costa Rica,2020-03-18,50,9,0,0,9815,1767,0.0,0.0,852.0,154.0,167,0.03,people tested
CRI,Costa Rica,2020-03-19,69,19,1,1,13545,3.73,196,196,968.0,116.0,0.19,23,people tested
CRI,Costa Rica,2020-03-20,87,18,1,0,17079,3533,196,0.0,1087.0,119.0,213,23,people tested
CRI,Costa Rica,2020-03-21,113,26,2,1,22182,5104,393,196,1235.0,148.0,242,29,people tested
CRI,Costa Rica,2020-03-22,117,4,2,0,22968,785,393,0.0,1462.0,227.0,287,45,people tested
CRI,Costa Rica,2020-03-23,134,17,2,0,26305,3337,393,0.0,1619.0,157.0,318,31,people tested
CRI,Costa Rica,2020-03-24,158,24,2,0,31016,4711,393,0.0,1784.0,165.0,0.35,32,people tested
CRI,Costa Rica,2020-03-25,177,19,2,0,34746,3.73,393,0.0,1813.0,29.0,356,6,people tested
CRI,Costa Rica,2020-03-26,201,24,2,0,39457,4711,393,0.0,2490.0,677.0,489,133,people tested
CRI,Costa Rica,2020-03-27,231,30,2,0,45346,5889,393,0.0,2977.0,487.0,584,96,people tested
CRI,Costa Rica,2020-03-28,263,32,2,0,51628,6282,393,0.0,3135.0,158.0,615,31,people tested
CRI,Costa Rica,2020-03-29,295,32,2,0,57.91,6282,393,0.0,3357.0,222.0,659,44,people tested
CRI,Costa Rica,2020-03-30,314,19,2,0,61.64,3.73,393,0.0,3620.0,263.0,711,52,people tested
CRI,Costa Rica,2020-03-31,330,16,2,0,64781,3141,393,0.0,3773.0,153.0,741,0.03,people tested
CRI,Costa Rica,2020-04-01,347,17,2,0,68118,3337,393,0.0,4146.0,373.0,814,73,people tested
CRI,Costa Rica,2020-04-02,375,28,2,0,73614,5497,393,0.0,4278.0,132.0,0.84,26,people tested
CRI,Costa Rica,2020-04-03,396,21,2,0,77737,4122,393,0.0,4388.0,110.0,861,22,people tested
CRI,Costa Rica,2020-04-04,416,20,2,0,81663,3926,393,0.0,4582.0,194.0,899,38,people tested
CRI,Costa Rica,2020-04-05,435,19,2,0,85393,3.73,393,0.0,5026.0,444.0,987,87,people tested
CRI,Costa Rica,2020-04-06,454,19,2,0,89122,3.73,393,0.0,5291.0,265.0,1039,52,people tested
CRI,Costa Rica,2020-04-07,467,13,2,0,91674,2552,393,0.0,5453.0,162.0,1.07,32,people tested
CRI,Costa Rica,2020-04-08,483,16,2,0,94815,3141,393,0.0,5963.0,510.0,1171,0.1,people tested
CRI,Costa Rica,2020-04-09,502,19,2,0,98545,3.73,393,0.0,6226.0,263.0,1222,52,people tested
CRI,Costa Rica,2020-04-10,539,37,3,1,105808,7263,589,196,6380.0,154.0,1252,0.03,people tested
CRI,Costa Rica,2020-04-11,558,19,3,0,109538,3.73,589,0.0,6536.0,156.0,1283,31,people tested
CRI,Costa Rica,2020-04-12,577,19,3,0,113268,3.73,589,0.0,6690.0,154.0,1313,0.03,people tested
CRI,Costa Rica,2020-04-13,595,18,3,0,116801,3533,589,0.0,6796.0,106.0,1334,21,people tested
CRI,Costa Rica,2020-04-14,612,17,3,0,120139,3337,589,0.0,6872.0,76.0,1349,15,people tested
CRI,Costa Rica,2020-04-15,618,6,3,0,121316,1178,589,0.0,7065.0,193.0,1387,38,people tested
CRI,Costa Rica,2020-04-16,626,8,4,1,122887,1.57,785,196,7279.0,214.0,1429,42,people tested
CRI,Costa Rica,2020-04-17,642,16,4,0,126028,3141,785,0.0,7451.0,172.0,1463,34,people tested
CRI,Costa Rica,2020-04-18,649,7,4,0,127402,1374,785,0.0,7678.0,227.0,1507,45,people tested
CRI,Costa Rica,2020-04-19,655,6,4,0,128.58,1178,785,0.0,7730.0,52.0,1517,0.01,people tested
CRI,Costa Rica,2020-04-20,660,5,4,0,129561,982,785,0.0,7826.0,96.0,1536,19,people tested
CRI,Costa Rica,2020-04-21,662,2,6,2,129954,393,1178,393,8092.0,266.0,1588,52,people tested
CRI,Costa Rica,2020-04-22,669,7,6,0,131328,1374,1178,0.0,8393.0,301.0,1648,59,people tested
CRI,Costa Rica,2020-04-23,681,12,6,0,133684,2356,1178,0.0,8646.0,253.0,1697,0.05,people tested
CRI,Costa Rica,2020-04-24,687,6,6,0,134862,1178,1178,0.0,8748.0,102.0,1717,0.02,people tested
CRI,Costa Rica,2020-04-25,687,0,6,0,134862,0.0,1178,0.0,8835.0,87.0,1734,17,people tested
CRI,Costa Rica,2020-04-26,693,6,6,0,136039,1178,1178,0.0,8872.0,37.0,1742,7,people tested
CRI,Costa Rica,2020-04-27,695,2,6,0,136432,393,1178,0.0,8930.0,58.0,1753,11,people tested
CRI,Costa Rica,2020-04-28,697,2,6,0,136825,393,1178,0.0,8989.0,59.0,1765,12,people tested
CRI,Costa Rica,2020-04-29,705,8,6,0,138395,1.57,1178,0.0,9226.0,237.0,1811,47,people tested
CRI,Costa Rica,2020-04-30,713,8,6,0,139965,1.57,1178,0.0,9335.0,,1833,21,people tested
CRI,Costa Rica,2020-05-01,719,6,6,0,141143,1178,1178,0.0,,,,,
CRI,Costa Rica,2020-05-02,725,6,6,0,142321,1178,1178,0.0,,,,,
CUB,Cuba,2020-03-12,3,3,0,0,265,265,0.0,0.0,,,,,
CUB,Cuba,2020-03-14,4,1,0,0,353,88,0.0,0.0,,,,,
CUB,Cuba,2020-03-15,4,0,0,0,353,0.0,0.0,0.0,,,,,
CUB,Cuba,2020-03-18,7,3,0,0,618,265,0.0,0.0,,,,,
CUB,Cuba,2020-03-19,11,4,1,1,971,353,88,88,,,,,
CUB,Cuba,2020-03-20,16,5,1,0,1413,441,88,0.0,,,,,
CUB,Cuba,2020-03-21,21,5,1,0,1854,441,88,0.0,,,,,
CUB,Cuba,2020-03-22,25,4,1,0,2207,353,88,0.0,518.0,,46,,tests performed
CUB,Cuba,2020-03-23,35,10,1,0,3.09,883,88,0.0,625.0,107.0,55,9,tests performed
CUB,Cuba,2020-03-24,40,5,1,0,3532,441,88,0.0,738.0,113.0,65,0.01,tests performed
CUB,Cuba,2020-03-25,48,8,1,0,4238,706,88,0.0,893.0,155.0,79,14,tests performed
CUB,Cuba,2020-03-26,57,9,1,0,5032,795,88,0.0,1039.0,146.0,92,13,tests performed
CUB,Cuba,2020-03-27,67,10,2,1,5915,883,177,88,1368.0,329.0,121,29,tests performed
CUB,Cuba,2020-03-28,80,13,2,0,7063,1148,177,0.0,1665.0,297.0,147,26,tests performed
CUB,Cuba,2020-03-29,119,39,3,1,10506,3443,265,88,2007.0,342.0,177,0.03,tests performed
CUB,Cuba,2020-03-30,139,20,3,0,12272,1766,265,0.0,2322.0,315.0,205,28,tests performed
CUB,Cuba,2020-03-31,170,31,4,1,15009,2737,353,88,2766.0,444.0,244,39,tests performed
CUB,Cuba,2020-04-01,186,16,6,2,16421,1413,0.53,177,3342.0,576.0,295,51,tests performed
CUB,Cuba,2020-04-02,212,26,6,0,18717,2295,0.53,0.0,4145.0,803.0,366,71,tests performed
CUB,Cuba,2020-04-03,233,21,6,0,20571,1854,0.53,0.0,5202.0,1057.0,459,93,tests performed
CUB,Cuba,2020-04-04,269,36,6,0,23749,3178,0.53,0.0,6403.0,1201.0,565,106,tests performed
CUB,Cuba,2020-04-05,288,19,6,0,25427,1677,0.53,0.0,7167.0,764.0,633,67,tests performed
CUB,Cuba,2020-04-06,320,32,8,2,28252,2825,706,177,8223.0,1056.0,726,93,tests performed
CUB,Cuba,2020-04-07,350,30,9,1,30901,2649,795,88,9410.0,1187.0,831,105,tests performed
CUB,Cuba,2020-04-08,396,46,11,2,34962,4061,971,177,10725.0,1315.0,947,116,tests performed
